courseTitle,courseLink,universityName,universityLink,universityRanking,ieltsMarks,minimumGPA,universityLocation,courseLevel,tutionFee,courseDuration,entryRequirements,courseDescription,universityDescription,__v,_id.$oid,country,courseLevelSimplified,tuitionFeeUSD,toefl_ibt
MSc/PgD/PgC - Computing and Information Technology,/universities-and-colleges/cardiff-metropolitan-university/mscpgdpgc-computing-and-information-technology/PRG-UK-00232309/,CARDIFF METROPOLITAN UNIVERSITY,/universities-and-colleges/cardiff-metropolitan-university/IID-UK-00678/,THE World Ranking: 1001,6.0,2.2,"Cardiff, United Kingdom",Masters Degree (Taught),GBP17600 (2025),1 Year(s),"Applicants should have one of the following:An Honours degree at least 2:2 or its equivalent in a relevant area e.g. Computing, Information Systems or an appropriate Engineering specialism.Applicants from other backgrounds will be considered on an individual basis.International ApplicantsStudents whose first language is not English will need to provide evidence of fluency to at least an IELTS 6.0 standard, with no element under 5.5 or equivalent.Students with extant level 7 qualifications wishing to enter the course may apply on the basis of RPL for admission with Credit. In such cases the regulations detailed in the Academic Handbook will apply and allows for a maximum RPL of 120 credits on a Master's programme. In this case the remaining 60 credits would consist of the research methods module and the dissertation.TOEFL IBT - Overall score 72","This Master's degree in Information Technology Management will equip you with the competences to manage converging information technologies in order to meet business management goals.Your learning will be directly applicable to the modern workplace, where technology is ubiquitous and essential to maintain a competitive edge. Modules in project management, with an emphasis on technology and risk, provide a solid grounding before moving on to address the increasingly important information security and data analysis. Business processes are covered, as well as key information management tools.Scholarships View all scholarshipsInternships","University is about more than just earning a degree. It's about students finding a place where they can thrive, and make friends that become family. Where students are both challenged and nurtured, instilling in them a sense of confidence and belonging that remains long after graduation.Cardiff Metropolitan University is the home of new beginnings and bright futures. The university is located in the capital city of Wales, a compact and easy-to-navigate city, full of culture, adventure, good food and sport, and a large student population that thrives in the city's fun and vibrant atmosphere. As a capital city, Cardiff also hosts a number of festivals, sporting and cultural events throughout the year that bring together people of all ages and backgrounds.Cardiff Met supports a close-knit community of students from over 100 countries, giving plenty of opportunities to make lasting friendships with different people from all over the world.International students benefit from having a dedicated team on hand to support them throughout their university studies – everything from choosing the correct visa to finding accommodation.And to help get settled in, overseas students are invited to take part in the international student induction programme, where they'll be introduced to other students, key members of staff and take a tour of the city.The university also organises many activities and trips, especially for international students, throughout the year. It's about celebrating cultural diversity, making new friends and experiencing all the great things the UK has to offer.Cardiff Met is a leading university for student sport, offering excellent facilities and an extensive range of activities to cater for everyone from elite athletes to students, staff and the wider community. Cardiff Met students compete at the highest level in the British Universities & College Sport (BUCS) leagues, regularly winning championships across a wide range of sports.",0,682af2237c5f2ec99291f7f1,UK,Postgraduate,22000.0,72.0
MSc Computing and IT Management with Placement,/universities-and-colleges/cardiff-university/msc-computing-and-it-management-with-placement/PRG-UK-00102059/,CARDIFF UNIVERSITY,/universities-and-colleges/cardiff-university/IID-UK-00657/,THE World Ranking: 201,6.5,2.2,"Cardiff, United Kingdom",Masters Degree (Taught),GBP31700 (2025),2 Year(s),"For Entry requirements for this course, please visit our website.","The with placement programme provides the opportunity to undertake a 7-10 month experience as an IT professional for students who successfully find a suitable placement. Designed for graduates who want to move into computing from another discipline, MSc Computing and IT Management provides you with a broad technical knowledge and a sound business context for managing IT systems. Through this course you will learn the skills needed to develop business applications through a fundamental understanding of software and web development, e-commerce and database management. You will also gain an understanding of the professional skills required to lead IT managers by working as a part of a team on a business change project. You will have the option of learning about new and emerging technologies, such as cloud computing, that are radically changing the opportunities and threats for the provision of IT systems. You may also opt for human-centric computing which focuses on defining and delivering effective information systems from a human-centric perspective. You also have the option of learning the knowledge and skills required to create interactive visualisations and explanations of data. Students may choose to apply for a paid 7-12 month professional work placement to be undertaken on completion of Spring semester and before completing the MSc course with a 60-credit dissertation. This provides valuable work experience to develop your IT Professional skills. Recent graduates from the MSc Computing and IT Management course have gained employment in roles such as systems and business analysts, quality assurance testers, IT consultants and project managers. Graduates are employed by organisations of all sizes locally, nationally, and internationally. Mode - Full-time with sandwich yearScholarships View all scholarshipsInternships","Established in 1883, Cardiff University is one of Britain's leading institutions and a member of the prestigious Russell Group of 24 research-intensive universities in the UK.Recognised for its innovation, academic excellence, cutting-edge research, and high student satisfaction, the university creates real-world experience and employment opportunities for its students. Cardiff University has many industry partnerships with large corporations, government bodies, and international organisations.Being the 13th largest university in the UK in terms of student numbers, Cardiff welcomes over 7,500 international students from 138 countries every year. It is a truly global collaborative space with a vibrant and inspiring academic community, fostering joint research with over 200 leading institutions and organisations worldwide.Cardiff has made major investments in its campus facilities, building a learning environment that encourages creativity, critical thinking, and collaboration, while keeping the student experience fresh. The campus has 16 libraries, 2,500 flexible study spaces, and state-of-the-art research labs, along with excellent support services for students.Cardiff, the capital of Wales, is known for being friendly, welcoming, and diverse. It is the 2nd most affordable university city in the UK according to NatWest Student Living Index 2023.Stunning beaches, national parks, and mountains are all easily accessible, complementing a city renowned for its vibrant arts, culture, culinary delights, excellent shopping, and world-class sporting events.Cardiff is the UK's 11th largest city and is only 2 hours away from London and Birmingham. Moreover, it has a historic and multidimensional relationship between India and Wales, with ongoing, mutually beneficial partnerships in business, education, culture, travel and sports.",0,682af22c7c5f2ec99291f7f3,UK,Postgraduate,39625.0,79.0
Bachelor of Science in Information Systems- Computer Information Technology,/universities-and-colleges/california-state-university-northridge/bachelor-of-science-in-information-systems-computer-information-technology/PRG-US-00405197/,CALIFORNIA STATE UNIVERSITY - NORTHRIDGE,/universities-and-colleges/california-state-university-northridge/IID-US-00949/,,6.0,2.7,"Northridge, United States",Bachelor Degree,USD17622 (2025),8 Semester(s),"Official transcripts.
You will be required to submit all official secondary-school records. This includes certificates, examination grades, degrees or diplomas in original language of issue. You must also include official verification of high school completion.
Official English translations of all academic records including certificates, degrees or diplomas.
You will be considered for admission to CSUN as an international freshman if you meet the following requirements:
You have earned a minimum GPA of 3.0 on a 4.0 grading scale or an average of ""B"" grades on an ""A - F"" letter grading scale. (CSUN will convert your international GPA when you apply for admission.)
You have met our English language requirement:
Duolingo English Test - 95 
IELTS - 6.0, TOEFL Internet Based score - 61, TOEFL Paper-based score - 500","The study of Information Systems (IS) centers on the effective use of information technologycomputers and telecommunications networksto support management decision making and corporate strategy, in addition to providing all necessary operational level support for an organization. The Department of Systems and Operations Management offers the following academic programs: the M.S. in Business Analytics, the B.S. in Business Administration with options in Business Analytics, Global Supply Chain Management, and Systems and Operations Management, as well as the B.S. in Information Systems. The department also offers three minors: a Minor in Business Analytics, a Minor in Information Systems and a Minor in Quality Management and Assurance. The programs focus on developing skills for problem-solving, critical thinking, communication and the effective use of constantly changing information technology and systems. These skills are needed to deal with a variety of decisions made by managers in manufacturing, service and public organizations. The department faculty are committed to excellence in teaching and research and are actively involved in the University and community service.Scholarships Internships","Established in 1958, California State University, Northridge (CSUN) is a public university located in a northern suburb of Los Angeles. It is one of the largest universities in the 23-member California State University system, with over 37,000 enrolled students, and plays a vital role in the academic and economic prosperity of the state. The university contributes to California's economy, which is the 5th largest in the world, by supplying the region and state with highly skilled graduates and innovators.There are over 150 degree programs offered at CSUN, spanning more than 70 subject areas and delivering over 8,000 courses each semester.Many programs are ranked among the top of their kind in the country. CSUN performs well in metrics including social mobility, value for money, and graduating women and minorities in STEM fields. CSUN also offers an internationally renowned Intensive English-language Program (IEP), which prepares students for successful university study and effective English communication.The campus is located in the heart of the iconic San Fernando Valley in Los Angeles. With beautiful sunny weather year-round, it is a warm and pleasant place to live and study. The university is an ideal location from which to explore all the wonders of California and beyond, with just a short drive to some of the most beautiful coastline, mountains and national parks in the US.The university campus continues to expand and rebuild by modernizing and updating its buildings with the latest equipment and learning technologies. CSUN's location close to Hollywood and Burbank studios positions it as one of the top film, TV and music schools in the country, and the campus is frequently used for movie scenes and television shoots.CSUN students also benefit from studying in one of the largest employment markets in the world. Students graduate with the skills and knowledge to be successful in today's dynamic and competitive workplace.",0,682afca32d24f293761563a3,US,Undergraduate,17622.0,61.0
Bachelor of Science in Information Technology - Second Degree (Online),/universities-and-colleges/university-of-massachusetts-lowell/bachelor-of-science-in-information-technology-second-degree-online/PRG-US-00453129/,UNIVERSITY OF MASSACHUSETTS - LOWELL,/universities-and-colleges/university-of-massachusetts-lowell/IID-US-00280/,,6.5,2.7,"Online, United States",Bachelor Degree,USD35544 (2025),2 Semester(s),"You are considered a first-year student if you have not taken any post-secondary/college coursework. Your application should include your high school or secondary school records, including results from culminating or leaving examinations. The Office of Undergraduate Admissions only accepts official high school records, leaving certificates, and or graduation examination results or their notarized copies. All documents in foreign languages must be professionally translated and notarized. We only accept official transcripts sent directly from the school or a Ministry of Education. IELTS - 6.50. TOEFL IBT - 79, Pearson Test of English - 61, Duolingo - 110","Meet the high demand for skilled IT professionals by building knowledge of various topics, including database development, computer networking, programming, information systems and operating systems. The Bachelor of Science in Information Technology, Second Degree, is a 22-course program that enables individuals with a bachelor's degree to earn a second Bachelor's in IT quickly and affordably.Scholarships View all scholarshipsInternships","The University of Massachusetts Lowell (UMass Lowell) is a nationally ranked public research university located in a beautiful riverside location in Lowell, Massachusetts.For more than a century, UMass Lowell has delivered superb educational programming while preparing students to take on key roles in a variety of professional industries, solving real-world challenges and making a positive impact on communities in the United States and around the world.UMass Lowell is one of the leading institutions in the U.S., part of the Massachusetts public university system, and the second-largest public institution in the state. The university offers a variety of study options including more than 120 bachelor's degrees, 43 master's degrees and 25 doctoral degree programs spanning a wide range of subject areas. Popular and highly rated programs include those within business, engineering, computer science, criminal justice, health sciences and technology.Its success has been recognized by multiple national academic ranking publications, including The Wall Street Journal, which named UMass Lowell the number one Public University in Massachusetts in 2023, and U.S. News & World Report, which awarded the university a public university ranking of 81.The University of Massachusetts Lowell is home to approximately 17,500 students from all 50 U.S. states and more than 118 countries worldwide. The university offers high research activity and is ranked among the top 200 research universities in the United States, according to U.S. News & World Report.UMass Lowell is committed to excellence in teaching, research and community engagement, and offers invaluable practical undergraduate and graduate academic programs and exceptional postgraduate work experiences.",0,682afcad2d24f293761563a5,US,Undergraduate,35544.0,79.0
Bachelor of Arts in Business Administration - Information Technology,/universities-and-colleges/university-of-la-verne/bachelor-of-arts-in-business-administration-information-technology/PRG-US-00350933/,UNIVERSITY OF LA VERNE,/universities-and-colleges/university-of-la-verne/IID-US-00041/,,6.5,2.7,"La Verne, United States",Bachelor Degree,USD47150 (2025),8 Semester(s),"If you are finishing up high school or are a recent high school graduate, you will be applying as a first-time freshman student. When reviewing freshmen applications, our admissions committee will be looking to see if you have completed the following classes and passed with a grade of C or better (no foreign language courses are required): four years of English; three years of social science; passed or surpassed Algebra 2
and two years of science (one must be a lab). 
IELTS - 6.5 overall band score or higher
TOEFL- 80 iBT or higher , 550 pBT","La Verne's Bachelor of Arts (B.A.) in Business Administration Program links business administration theory with work experience and industry practices to set students up for successful careers. The program focus on critical thinking and interpersonal skills, teaching students to work in group settings. Ethics is also paramount, with emphasis on the impact of cultural differences on business practices.Information Technology ConcentrationThis concentration prepares students for successful careers in Information Systems/Information Technology. It also provides an overview and trend analysis for decision making.Scholarships View all scholarshipsInternships","The University of La Verne is a private not-for-profit university located in La Verne, California, United States, about 35 miles east of Los Angeles. Founded in 1891, the university is composed of the College of Arts and Sciences, the College of Business and Public Management, the LaFetra College of Education, the College of Law, eight regional campuses throughout Southern California, and robust online offerings. La Verna offers more than 55 undergraduate programs, 19 master’s degrees, four doctorates, and eight credential programs. The university is also a pioneer in adult education, offering specialized programs for adult learners at the main and regional campuses. Through experiential learning, La Verne students continue to grow personally and professionally years after degree completion. Programs are offered at the main La Verne campus, online, and at several regional campuses at both traditional and accelerated paces, so students can pursue degrees in a variety of formats and time frames.Academics at La Verne are centered around theory and practice. That’s why professors give students the opportunities to apply concepts in real-world scenarios. The university strives to achieve educational excellence by continuously strengthening resources and enhancing facilities and technology to give students hands-on learning experiences.Campus life and co-curricular activities play a crucial role in college years. With 80 student clubs, 21 Division III sports for men and women, fraternities and sororities, student leadership opportunities, and creative arts and media outlets, Leos have countless opportunities to explore their interests, meet people, learn new skills, and build lifelong memories.The University of La Verne offers its students the best of many worlds. The main campus is in the heart of La Verne, California, a quaint, tight-knit community nestled in the picturesque foothills of the San Gabriel Mountains. It is located less than 30 miles from Los Angeles, so students can enjoy the advantages of living near the second-largest city in the United States, a cultural metropolis. The university has six satellite campuses, two military centers, a College of Law, and robust online programs, so undergraduate and graduate students can experience life at La Verne through different lenses all across Southern California.",0,682afcb52d24f293761563a7,US,Undergraduate,47150.0,80.0
Bachelor of Science in Information Technology (Online),/universities-and-colleges/university-of-massachusetts-lowell/bachelor-of-science-in-information-technology-online/PRG-US-00453125/,UNIVERSITY OF MASSACHUSETTS - LOWELL,/universities-and-colleges/university-of-massachusetts-lowell/IID-US-00280/,,6.5,2.7,"Online, United States",Bachelor Degree,USD35544 (2025),2 Semester(s),"You are considered a first-year student if you have not taken any post-secondary/college coursework. Your application should include your high school or secondary school records, including results from culminating or leaving examinations.
UMass Lowell requires the following minimum exam scores:
Duolingo: First-year applicants: 110
IELTS: First-year applicant: 6.50
TOEFL: All applicants: 79.00
ASC English: All applicants: Minimum score 6 - High Advanced
Pearson Test of English: First-year applicant: 61.00","Position yourself for a wide range of career opportunities with our online Bachelor of Science in Information Technology, offered through UMass Lowell's Richard A. Miner School of Computer & Information Sciences. You will build a solid foundation in the most used IT systems and languages through our industry-responsive curriculum. The online IT degree allows you to incorporate a specialization, such as Java development, networking and security or website design and development, by completing an IT certificate in tandem with the degree program. Prepare for success in today's IT-centric world through our affordable online Bachelor of Science in Information Technology.Scholarships View all scholarshipsInternships","The University of Massachusetts Lowell (UMass Lowell) is a nationally ranked public research university located in a beautiful riverside location in Lowell, Massachusetts.For more than a century, UMass Lowell has delivered superb educational programming while preparing students to take on key roles in a variety of professional industries, solving real-world challenges and making a positive impact on communities in the United States and around the world.UMass Lowell is one of the leading institutions in the U.S., part of the Massachusetts public university system, and the second-largest public institution in the state. The university offers a variety of study options including more than 120 bachelor's degrees, 43 master's degrees and 25 doctoral degree programs spanning a wide range of subject areas. Popular and highly rated programs include those within business, engineering, computer science, criminal justice, health sciences and technology.Its success has been recognized by multiple national academic ranking publications, including The Wall Street Journal, which named UMass Lowell the number one Public University in Massachusetts in 2023, and U.S. News & World Report, which awarded the university a public university ranking of 81.The University of Massachusetts Lowell is home to approximately 17,500 students from all 50 U.S. states and more than 118 countries worldwide. The university offers high research activity and is ranked among the top 200 research universities in the United States, according to U.S. News & World Report.UMass Lowell is committed to excellence in teaching, research and community engagement, and offers invaluable practical undergraduate and graduate academic programs and exceptional postgraduate work experiences.",0,682afcd72d24f293761563af,US,Undergraduate,35544.0,79.0
Bachelor of Science in Information Technology,/universities-and-colleges/new-york-institute-of-technology/bachelor-of-science-in-information-technology/PRG-US-00197694/,NEW YORK INSTITUTE OF TECHNOLOGY,/universities-and-colleges/new-york-institute-of-technology/IID-US-00979/,,6.0,2.7,"New York, United States",Bachelor Degree,USD41960 (2025),8 Semester(s),"To be considered for admission to New York Institute of Technology, you must have satisfactorily completed high school (secondary school) with at least a B average or a 3.00 grade point average (GPA) on a 4.00 scale.

The following minimum scores required for full admission to undergraduate are:

IELTS score: 6.0

TOEFL (iBT) score: 79

Pearson PTE score: 53

Deadlines:

Dec. 1 for the spring semester

July 1 for the fall semester.","Kickstart a flexible and lucrative career integrating IT-based solutions that solve problems for companies around the world. In the Information Technology, B.S., youll learn to design, implement, and evaluate computer-based systems and programs to solve an organization's challenges. You can also tailor your degree to build skills in business, telecommunications, digital media, and database management to suit your goals and interests.Youll learn from full-time faculty and have the opportunity to work alongside them on research projects funded by the Department of Defense, National Science Foundation, and more. Many students publish their research in recognized journals under the Undergraduate Research & Entrepreneurial Program (UREP).For those interested in even greater career preparation, the Accelerated M.S. Options program offers you the opportunity to earn both a B.S. in Information Technology and an M.S. in Computer Science, Cybersecurity, or Data Science in just five years.Scholarships View all scholarshipsInternships","New York Institute of Technology is a dynamic, highly ranked, and accredited not for Profit University committed to educating the next generation of leaders, and to inspiring innovation and advancing entrepreneurship. It is an independent, private and non-sectarian institution of higher education and has students worldwide at campuses around the world become engaged, technologically savvy physicians, architects, scientists, engineers, business leaders, digital artists, health care professionals, and more.The Institute offers 90 degree programs, including undergraduate, graduate, and professional degrees, in more than 50 fields of study, including architecture and design, arts and sciences, education, engineering and computing sciences, health professions, management and medicine.The NYIT-Long Island campus is situated among the rolling hills and historic mansions of Gold Coast Long Island is only an hour’s ride from Manhattan. NYIT-New York City is placed in the centre of New York; the global capital of culture, finance, media, technology, and almost everything else.",0,682afce02d24f293761563b1,US,Undergraduate,41960.0,79.0
Bachelor of Science in Information Technology,/universities-and-colleges/full-sail-university/bachelor-of-science-in-information-technology/PRG-US-00359790/,FULL SAIL UNIVERSITY,/universities-and-colleges/full-sail-university/IID-US-01206/,,6.0,2.7,"Winter Park, United States",Bachelor Degree,USD52000 (2025),88 Week(s),"Applicants must have a high school/secondary school transcript.

Language Proficiency: TOEFL iBT minimum required score of 79; IELTS Academic minimum required score of 6; Pearson Test of English Academic (PTE Academic) score of 53.","Technology professionals require a significant depth and breadth of both knowledge and skills to compete in the growing and dynamic field of information technology. The goal of Full Sail's Information Technology bachelor's program is to prepare you for this field by developing your ability to virtualize information via distributed networks and the cloud. Gain a foundational understanding of virtualizing systems, networks, and storage, and understand how to create software-defined data centers that leverage this technology.Scholarships View all scholarshipsInternships","Full Sail University began 1979 in Dayton, Ohio, as an audio recording workshop. It provided unparalleled opportunity for students to become familiar with the industry through real-world experience in professional studio environments. The university eventually relocated to Central Florida, planting roots in its current Winter Park location in 1989. Its project-based, relevant educational philosophy was readily adapted to other fields in entertainment and media from filmmaking, to digital media, to entertainment business which combined time working on real-world environments with instruction by industry veterans. Today, Full Sail University offers associates, bachelors, and masters degrees designed for evolving industries across entertainment, media, art, and technology.Full Sail University’s educators bring knowledge and extensive professional experience to the table. They share a philosophy that teaching is less about dictating what to do, and more about coaching and mentorship. Education also comes from beyond the classroom through industry advisors, outside pros who stay engaged with degree programs to give feedback about advances and trends.Theres another reason why Full Sail campus feels like a production studio as it operates on the same kind of schedule. Students classes and labs take place around the clock, and the courses in their degree progress month-to-month so they are fully immersed in their education.Through networking mixers, clubs, career expos, and social events like concerts and award show parties, its easy to make connections. When it comes to student groups, Full Sail have organizations that range from professional associations (GRAMMY U, DECA), to community service, to creative activities. Every year, the Full Sail campus goes all out for Hall of Fame. The university celebrates six alumni inductees each year and present an exciting week of guest speakers, industry meet and greets, plus music, block parties, games, and more.Winter Park’s scenic downtown area is less than a 10 minutes drive away. Downtown Orlando and surrounding neighborhoods have plenty of hot spots to catch a concert or some local cuisine. And world-famous theme parks and attractions are about 45 minutes away.",0,682afd012d24f293761563b9,US,Undergraduate,52000.0,79.0
Bachelor of Science in Computer Information Technology,/universities-and-colleges/northern-kentucky-university/bachelor-of-science-in-computer-information-technology/PRG-US-00008186/,NORTHERN KENTUCKY UNIVERSITY,/universities-and-colleges/northern-kentucky-university/IID-US-00081/,,6.5,2.7,"Highland Heights, United States",Bachelor Degree,USD21912 (2025),8 Semester(s),"Students should have completed secondary school coursework and any appropriate examination (if applicable).
English proficiency required for admission can be satisfied by any one of the following:
An official and satisfactory score from the Test of English as a Foreign Language (TOEFL) taken within the last two years. The minimum TOEFL scores to be considered for admission are a 500 on the paper-based exam or a 61 on the internet-based (iBT) exam.
Documentation of having satisfactorily completed freshman-level English composition at an American regionally accredited college or university in the U.S. and an overall acceptable GPA. Non-native speakers of English may still be asked to take the TOEFL if it has been several years since taking the English courses or if the student has returned to his or her home country for several years since taking the course.
A satisfactory score on the verbal portion of the ACT or SAT taken within the last two years. The minimum scores to be considered for admission are an ACT of 18 or SAT of 430 (through 3/15/16) or 25 (effective 3/16/16).
An official and satisfactory score from the International English Language Testing Service (IELTS) taken within the last two years. The minimum IELTS scores to be considered for admission must include a cumulative band of 5.5 and sub-scores in reading and writing of 5.0 or better.
Successful completion of NKU’s American English Language Program with at least an 80% in each AELP class.
Priority deadline: For Fall Semester: April 15; Spring Semester: October 15","The Bachelor of Science in Computer Information Technology will prepare students with practical hands on experience necessary to design, maintain and utilize various computing technologies. Multiple tracks allow for students to specialize in various content areas of interest to them. A major in computer information technology requires between 50 and 56 credit hours of coursework, depending on whether a student places out of selected courses. Students in computer information technology study a core of courses that include basic informatics topics and fundamentals of computer and network administration. Students are required to select a track. There are four tracks available: network and system administration, web and database administration, cybersecurity, and non-specialist. The CIT classes are offered during daytime and in the evening, and in multiple formats (face-to-face, online, and hybrid).Scholarships View all scholarshipsInternships","As a public comprehensive university located in a major metropolitan area, Northern Kentucky University delivers innovative, student-centered education and engages in impactful, scholarly and creative endeavours, all of which empower our graduates to have fulfilling careers and meaningful lives, while contributing to the economic, civic, and social vitality of the region. Northern Kentucky University has more than 15,000 students served by more than 2,000 faculty and staff. NKU offers 90 bachelors degrees, two associate degrees, 24 graduate programs, one Juris Doctor, a Doctor of Education in Educational Leadership, and a Doctor of Nursing Practice degree. Being a student at NKU means that student will have more than a great classroom experience. Enjoy co-curricular learning opportunities from direct leadership training to interpersonal learning through active involvement with student organizations, campus activities and Greek life. The university’s lively campus community welcomes student and offer them endless opportunities to build lifelong skills, get involved, and create lasting relationships with others in the process. With a calendar that is filled year-round with activities and events, students will find theres never a dull moment at NKU.Students can choose from among more than 200 student clubs and organizations ranging from disciplinary clubs such as the biology club to service organizations, advocacy groups, Greek organizations, sports clubs, faith-based organizations, leadership societies and more.Located in the quiet suburb of Highland Heights, Kentucky, just seven miles southeast of Cincinnati, it has become a leader in Greater Cincinnati and Kentucky by providing a private school education for a fraction of the cost. While it is one of the fastest growing universities in Kentucky, professors still know their students names.",0,682afd1c2d24f293761563bf,US,Undergraduate,21912.0,79.0
Bachelor of Science in Computer and Information Technology,/universities-and-colleges/indiana-university-purdue-university-indianapolis/bachelor-of-science-in-computer-and-information-technology/PRG-US-00031763/,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,/universities-and-colleges/indiana-university-purdue-university-indianapolis/IID-US-00193/,,7.0,2.7,"Indianapolis, United States",Bachelor Degree,USD34241 (2025),8 Semester(s),High School Transcripts.You must submit full and complete academic records from every secondary school and university/post-secondary institution you have attended. Your records should also include any coursework currently in progress.We do not require SAT or ACT test scores for admission or merit scholarship consideration. Students who are admitted with TOEFL iBT of 60-94 or IELTS of 5.5-6.5 will take the English for Academic Purposes (EAP) placement test. Admitted students with Duolingo scores (min. accepted score - 90) will also be required to take the EAP placement test. TOEFL iBT - 95IELTS - 7.0,"A Bachelor of Science degree in Computer and Information Technology prepares students to thrive in a global community. According to the U.S. Department of Labor, employment opportunities for computer and information systems managers are expected to increase faster than the average for all occupations.As a CIT graduate, you will become an integral part of tomorrow's Computer and Information Technology industry. Technical skills and professional leadership competencies continue to make our graduates distinctive and highly marketable in meeting the needs of employers today. This degree program has multiple concentrations:. Computer and information technology B.S. Data Management.. Computer and information technology B.S. Information Security.. Computer and information technology B.S. Networking Systems. . Computer and information technology B.S. Web & Software Development.Scholarships View all scholarshipsInternships","IUPUI can trace its roots back to 1891, when Indiana University offered classes in Indianapolis for the very first time. In the decades that followed, both IU and Purdue proved themselves dedicated to providing higher education opportunities in Indianapolis, offering programs in the liberal arts, medicine, and more. However, the two universities operated independently until then mayor Richard Lugar called for “a great state university in Indianapolis” in 1968. As a result, Indiana University and Purdue University merged their many programs and schools to create IUPUI in 1969. Since then, IUPUI has come into its own, becoming Indiana’s premier urban research university.The university is home to 17 Indiana University and Purdue University schools, including the prestigious IU Kelley School of Business and the Purdue School of Engineering and Technology. Combining the assets of both universities, IUPUI offers more than 350 degree programs and expert faculty to help students develop skills and access opportunities that will help them prepare for a strong career and fulfilling life.At IUPUI, education reaches beyond the classroom. Because the campus is located in the heart of Indianapolis, students will have opportunities to explore their own interests through internships, research, and service learning experiences with nearby companies. The metropolitan area is home to more than 700 businesses, many in health and life sciences, biotechnology, retail trade, and manufacturing industries. Indy is home to the world’s largest one-day sporting event, the Indianapolis 500 IndyCar race; the Indy Jazz Fest; and Gen Con, the longest running gaming convention in the world. Students can also enjoy NBA Pacers games and Indy Eleven soccer. Downtown shopping, entertainment, museums, theatres, and international restaurants are all within walking distance of campus. Indianapolis is the capital city and the economic and government center of Indiana. And IUPUI is located in the center of it all. Indy is great for internships and developing some great career connections, but it’s also a place where there’s always something to do. One can find global premiers of a never-before-seen art exhibit at the Indianapolis Museum of Art or can attend an outdoor concert at the Farm Bureau Insurance Lawn at White River State Park.",0,682afd242d24f293761563c1,US,Undergraduate,34241.0,60.0
Bachelor of Science in Informatics - Computer Information Technology,/universities-and-colleges/indiana-university-purdue-university-indianapolis/bachelor-of-science-in-informatics-computer-information-technology/PRG-US-00262350/,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,/universities-and-colleges/indiana-university-purdue-university-indianapolis/IID-US-00193/,,7.0,2.7,"Indianapolis, United States",Bachelor Degree,USD32908 (2025),8 Semester(s),"High School Transcripts.
You must submit full and complete academic records from every secondary school and university/post-secondary institution you have attended. Your records should also include any coursework currently in progress.
We do not require SAT or ACT test scores for admission or merit scholarship consideration. 
Students who are admitted with TOEFL iBT of 60-94 or IELTS of 5.5-6.5 will take the English for Academic Purposes (EAP) placement test. Admitted students with Duolingo scores (min. accepted score - 90) will also be required to take the EAP placement test. 
TOEFL iBT - 95
IELTS - 7.0","Discover new ways to manage the digital world & mdash, and not let it manage you. Informatics focuses on how people and information systems connect. Utilize technology to make a difference by earning a Bachelor of Science in Informatics from the IU School of Informatics and Computing at IUPUI. In 2021, 96% of our informatics graduates were employed full-time. Technology is a big part of our lives, and there are big career opportunities in informatics. You can turn data into solutions for employers and develop groundbreaking advances in science, art, and entertainment. Our program brings together business, technology, and experience and empowers you to join the next generation of computing professionals. Graduates work in fields including behavioral science, health care, and industry. You can make your education match your goals: You'll customize your bachelor's degree in informatics with a specialization, applying what you've learned to another discipline that aligns with your career plans.Scholarships View all scholarshipsInternships","IUPUI can trace its roots back to 1891, when Indiana University offered classes in Indianapolis for the very first time. In the decades that followed, both IU and Purdue proved themselves dedicated to providing higher education opportunities in Indianapolis, offering programs in the liberal arts, medicine, and more. However, the two universities operated independently until then mayor Richard Lugar called for “a great state university in Indianapolis” in 1968. As a result, Indiana University and Purdue University merged their many programs and schools to create IUPUI in 1969. Since then, IUPUI has come into its own, becoming Indiana’s premier urban research university.The university is home to 17 Indiana University and Purdue University schools, including the prestigious IU Kelley School of Business and the Purdue School of Engineering and Technology. Combining the assets of both universities, IUPUI offers more than 350 degree programs and expert faculty to help students develop skills and access opportunities that will help them prepare for a strong career and fulfilling life.At IUPUI, education reaches beyond the classroom. Because the campus is located in the heart of Indianapolis, students will have opportunities to explore their own interests through internships, research, and service learning experiences with nearby companies. The metropolitan area is home to more than 700 businesses, many in health and life sciences, biotechnology, retail trade, and manufacturing industries. Indy is home to the world’s largest one-day sporting event, the Indianapolis 500 IndyCar race; the Indy Jazz Fest; and Gen Con, the longest running gaming convention in the world. Students can also enjoy NBA Pacers games and Indy Eleven soccer. Downtown shopping, entertainment, museums, theatres, and international restaurants are all within walking distance of campus. Indianapolis is the capital city and the economic and government center of Indiana. And IUPUI is located in the center of it all. Indy is great for internships and developing some great career connections, but it’s also a place where there’s always something to do. One can find global premiers of a never-before-seen art exhibit at the Indianapolis Museum of Art or can attend an outdoor concert at the Farm Bureau Insurance Lawn at White River State Park.",0,682afd452d24f293761563c9,US,Undergraduate,32908.0,60.0
